;DENV46/1;DENV46/182;DENV73/1;DENV73/182
1;0.27962;0.42833;0.27978;0.42833
1;0.33336;0.25050;0.21559;0.25050
1;0.23176;0.28591;0.22961;0.28591
1;0.23235;0.29956;0.19552;0.29956
1;0.25760;0.28023;0.28619;0.28023
1;0.21987;0.21708;0.18026;0.21708
1;0.24703;0.27103;0.22056;0.27103
1;0.30407;0.20358;0.18331;0.20358
1;0.23487;0.29859;0.23213;0.29859
1;0.20766;0.24149;0.25296;0.24149
1;0.21041;0.36945;0.25930;0.36945
1;0.19651;0.16516;0.19968;0.16516
1;0.10701;0.08562;0.10530;0.08562
1;0.31178;0.34746;0.28585;0.34746
1;0.26812;0.31267;0.28695;0.31267
1;0.25745;0.21705;0.21157;0.21705
1;0.24347;0.34553;0.31215;0.34553
1;0.29536;0.53760;0.23797;0.53760
1;0.23333;0.42773;0.21760;0.42773
1;0.35297;0.44214;0.30000;0.44214
1;0.18657;0.39115;0.18330;0.39115
1;0.23695;0.40885;0.22611;0.40885
1;0.27534;0.28868;0.25934;0.28868
1;0.23504;0.50848;0.25292;0.50848
1;0.30630;0.43109;0.18147;0.43109
1;0.27128;0.34109;0.25556;0.34109
1;0.22540;0.46274;0.21695;0.46274
1;0.23365;0.27738;0.20461;0.27738
1;0.20743;0.27489;0.34654;0.27489
1;0.25179;0.23618;0.27287;0.23618
1;0.22153;0.24014;0.28153;0.24014
1;0.20649;0.23702;0.18458;0.23702
1;0.22271;0.19275;0.15661;0.19275
1;0.23145;0.21276;0.21381;0.21276
1;0.23767;0.50755;0.28638;0.50755
1;0.21256;0.24131;0.25841;0.24131
1;0.25259;0.45264;0.21848;0.45264
1;0.21260;0.18254;0.19184;0.18254
1;0.31060;0.29697;0.29578;0.29697
1;0.23670;0.31447;0.21611;0.31447
1;0.21955;0.28557;0.25811;0.28557
1;0.24733;0.51696;0.24751;0.51696
1;0.31133;0.39808;0.31561;0.39808
1;0.41169;0.41414;0.37349;0.41414
1;0.27841;0.25772;0.26961;0.25772
1;0.22612;0.18279;0.20179;0.18279
1;0.25204;0.48817;0.26656;0.48817
1;0.25558;0.22396;0.23763;0.22396
1;0.22868;0.37884;0.32084;0.37884
1;0.22565;0.30541;0.26376;0.30541
1;0.25558;0.48527;0.22940;0.48527
1;0.24833;0.23956;0.21747;0.23956
1;0.30167;0.40342;0.21330;0.40342
1;0.26970;0.29190;0.23969;0.29190
1;0.25812;0.39252;0.20138;0.39252
1;0.26723;0.41577;0.23457;0.41577
1;0.24097;0.29614;0.27112;0.29614
1;0.33380;0.45421;0.26573;0.45421
1;0.22239;0.39854;0.24522;0.39854
1;0.24404;0.28150;0.24346;0.28150
1;0.26196;0.41238;0.20826;0.41238
1;0.22799;0.38665;0.29905;0.38665
1;0.24073;0.26924;0.31697;0.26924
1;0.21952;0.18068;0.24795;0.18068
1;0.27759;0.39284;0.27584;0.39284
1;0.26591;0.23222;0.32708;0.23222
1;0.24991;0.33097;0.24672;0.33097
1;0.21545;0.29344;0.24301;0.29344
1;0.29174;0.38032;0.34462;0.38032
1;0.35628;0.47275;0.22244;0.47275
1;0.33536;0.34715;0.27541;0.34715
1;0.26553;0.32114;0.24453;0.32114
1;0.22327;0.37527;0.27857;0.37527
1;0.27558;0.35339;0.27893;0.35339
1;0.25243;0.51518;0.23079;0.51518
1;0.20877;0.46934;0.21380;0.46934
1;0.24572;0.49436;0.24271;0.49436
1;0.20936;0.36868;0.18718;0.36868
1;0.22531;0.35730;0.38124;0.35730
1;0.25750;0.46622;0.27162;0.46622
1;0.33774;0.57616;0.41707;0.57616
1;0.26398;0.31517;0.28829;0.31517
1;0.23111;0.22188;0.19280;0.22188
1;0.22208;0.21619;0.21196;0.21619
1;0.31864;0.36672;0.30994;0.36672
1;0.24628;0.29514;0.23526;0.29514
1;0.29982;0.40401;0.36184;0.40401
1;0.20244;0.33204;0.29917;0.33204
1;0.21737;0.29427;0.21596;0.29427
1;0.23703;0.26796;0.20816;0.26796
1;0.30588;0.22533;0.32338;0.22533
1;0.33968;0.45839;0.35548;0.45839
1;0.24041;0.35302;0.26993;0.35302
1;0.30067;0.27717;0.22297;0.27717
1;0.22985;0.27348;0.20087;0.27348
1;0.26252;0.39614;0.21170;0.39614
1;0.22448;0.28151;0.25138;0.28151
1;0.21628;0.33027;0.25980;0.33027
1;0.26302;0.23307;0.21411;0.23307
1;0.23201;0.24305;0.21890;0.24305
1;0.23792;0.40555;0.26208;0.40555
1;0.24379;0.34167;0.33018;0.34167
1;0.22984;0.24260;0.30353;0.24260
1;0.17857;0.33910;0.26750;0.33910
1;0.25015;0.42230;0.27900;0.42230
1;0.23574;0.47660;0.23731;0.47660
1;0.26901;0.31378;0.30765;0.31378
1;0.16169;0.10978;0.13089;0.10978
1;0.27718;0.39964;0.26562;0.39964
1;0.19306;0.34439;0.25304;0.34439
1;0.25184;0.52133;0.23157;0.52133
1;0.28186;0.39938;0.23407;0.39938
1;0.25618;0.39315;0.24982;0.39315
1;0.24858;0.46000;0.28580;0.46000
1;0.27503;0.45318;0.25809;0.45318
1;0.23996;0.33319;0.19808;0.33319
1;0.34563;0.39089;0.27788;0.39089
1;0.21868;0.48729;0.26614;0.48729
1;0.38582;0.36542;0.37407;0.36542
1;0.24794;0.33731;0.29457;0.33731
1;0.19525;0.47730;0.25219;0.47730
1;0.25774;0.31488;0.25764;0.31488
1;0.37448;0.43171;0.34977;0.43171
1;0.24673;0.26520;0.27185;0.26520
1;0.28962;0.29953;0.30110;0.29953
1;0.23070;0.42938;0.29547;0.42938
1;0.25439;0.48316;0.23291;0.48316
1;0.22321;0.25340;0.22242;0.25340
1;0.22116;0.35815;0.27594;0.35815
1;0.24379;0.60618;0.25480;0.60618
1;0.33109;0.49402;0.28180;0.49402
1;0.25197;0.37460;0.27796;0.37460
1;0.18612;0.26149;0.23941;0.26149
1;0.28866;0.42132;0.27829;0.42132
1;0.30721;0.41855;0.34482;0.41855
1;0.25879;0.31215;0.22588;0.31215
1;0.19585;0.26393;0.18842;0.26393
1;0.24594;0.44260;0.24953;0.44260
1;0.26217;0.43353;0.24871;0.43353
1;0.26722;0.46402;0.24189;0.46402
1;0.22457;0.45044;0.18120;0.45044
1;0.24534;0.24076;0.27945;0.24076
1;0.28612;0.34337;0.25668;0.34337
1;0.24657;0.42944;0.26434;0.42944
1;0.21442;0.31337;0.25395;0.31337
1;0.26936;0.21858;0.31261;0.21858
1;0.27921;0.33575;0.22251;0.33575
1;0.25190;0.26288;0.26736;0.26288
1;0.32110;0.42113;0.33396;0.42113
1;0.27492;0.24692;0.28317;0.24692
1;0.18603;0.44252;0.22129;0.44252
1;0.25153;0.41838;0.21705;0.41838
1;0.26705;0.36430;0.24572;0.36430
1;0.23556;0.36199;0.24915;0.36199
1;0.36827;0.44333;0.31832;0.44333
1;0.20027;0.31496;0.31737;0.31496
1;0.26378;0.30930;0.27828;0.30930
1;0.23731;0.44474;0.23171;0.44474
1;0.23257;0.46159;0.23308;0.46159
1;0.24589;0.42805;0.24399;0.42805
1;0.25276;0.31314;0.27910;0.31314
1;0.18495;0.19962;0.16130;0.19962
1;0.24911;0.41212;0.21921;0.41212
1;0.18149;0.31450;0.25187;0.31450
1;0.22661;0.35990;0.28911;0.35990
1;0.25844;0.50496;0.26058;0.50496
1;0.18846;0.46444;0.22690;0.46444
1;0.21019;0.23197;0.21870;0.23197
1;0.27565;0.34627;0.26913;0.34627
1;0.24991;0.52734;0.24411;0.52734
1;0.25995;0.31408;0.31291;0.31408
1;0.30551;0.28258;0.27889;0.28258
1;0.23655;0.23160;0.24469;0.23160
1;0.25144;0.42221;0.27710;0.42221
1;0.35931;0.65473;0.34124;0.65473
1;0.26153;0.22622;0.23156;0.22622
1;0.25212;0.39444;0.29279;0.39444
1;0.20224;0.35644;0.24992;0.35644
1;0.20951;0.22018;0.27146;0.22018
1;0.37018;0.39726;0.28177;0.39726
1;0.25188;0.35488;0.30685;0.35488
1;0.24536;0.28889;0.23431;0.28889
1;0.22795;0.45532;0.22776;0.45532
1;0.24595;0.42190;0.27809;0.42190
1;0.38790;0.39961;0.41043;0.39961
1;0.22557;0.19952;0.23330;0.19952
1;0.24905;0.34957;0.23106;0.34957
1;0.32912;0.42586;0.29096;0.42586
1;0.16708;0.14084;0.14437;0.14084
1;0.22800;0.40817;0.32084;0.40817
1;0.34535;0.44578;0.31659;0.44578
1;0.17724;0.11314;0.19703;0.11314
1;0.33076;0.36119;0.26862;0.36119
1;0.25605;0.45150;0.27227;0.45150
1;0.20253;0.57216;0.20889;0.57216
1;0.23546;0.25300;0.25041;0.25300
1;0.18248;0.46379;0.24954;0.46379
1;0.29890;0.32281;0.25787;0.32281
1;0.29435;0.46223;0.22006;0.46223
1;0.32246;0.39652;0.36026;0.39652
1;0.29262;0.45237;0.20970;0.45237
1;0.22955;0.35642;0.23188;0.35642
1;0.22845;0.27521;0.22167;0.27521
1;0.20530;0.28968;0.28352;0.28968
1;0.23432;0.40493;0.34263;0.40493
1;0.32995;0.41536;0.29764;0.41536
1;0.24620;0.37296;0.25558;0.37296
1;0.24308;0.45269;0.22460;0.45269
1;0.22853;0.38844;0.33968;0.38844
1;0.23889;0.34710;0.23837;0.34710
1;0.32079;0.24932;0.28886;0.24932
1;0.23973;0.19934;0.27298;0.19934
1;0.25540;0.20717;0.24328;0.20717
1;0.18969;0.19053;0.19934;0.19053
1;0.29684;0.45858;0.23150;0.45858
1;0.25283;0.28591;0.27321;0.28591
1;0.29017;0.31134;0.25898;0.31134
1;0.30170;0.34470;0.22886;0.34470
1;0.22036;0.27842;0.20463;0.27842
1;0.19825;0.33463;0.29461;0.33463
1;0.24209;0.32248;0.25562;0.32248
1;0.18009;0.19863;0.27189;0.19863
1;0.24941;0.28755;0.29710;0.28755
1;0.23101;0.44839;0.29670;0.44839
1;0.32146;0.43579;0.29457;0.43579
1;0.22977;0.26627;0.27117;0.26627
1;0.21705;0.25972;0.30220;0.25972
1;0.43422;0.53619;0.37398;0.53619
1;0.23602;0.52369;0.24954;0.52369
1;0.17827;0.18764;0.21224;0.18764
1;0.25281;0.43196;0.28063;0.43196
1;0.24182;0.38122;0.26298;0.38122
1;0.25093;0.46295;0.22841;0.46295
1;0.34307;0.44694;0.36050;0.44694
1;0.24580;0.32592;0.28538;0.32592
1;0.37220;0.42618;0.40559;0.42618
1;0.25672;0.38150;0.27988;0.38150
1;0.27697;0.31858;0.31422;0.31858
1;0.25533;0.35506;0.25328;0.35506
1;0.22585;0.35196;0.23070;0.35196
1;0.28118;0.44650;0.40090;0.44650
1;0.24353;0.25913;0.23930;0.25913
1;0.25589;0.30313;0.27219;0.30313
1;0.24961;0.33374;0.23478;0.33374
1;0.21650;0.26934;0.25010;0.26934
1;0.23640;0.45862;0.22324;0.45862
1;0.24133;0.25892;0.28964;0.25892
1;0.23644;0.40842;0.26917;0.40842
1;0.24689;0.42129;0.21660;0.42129
1;0.28732;0.30075;0.24654;0.30075
1;0.25304;0.32379;0.24040;0.32379
1;0.20183;0.16712;0.20129;0.16712
1;0.27521;0.49497;0.27353;0.49497
1;0.25480;0.37399;0.22711;0.37399
1;0.24502;0.28099;0.18981;0.28099
1;0.24352;0.32932;0.24441;0.32932
1;0.20279;0.55886;0.32422;0.55886
1;0.21151;0.44988;0.17996;0.44988
1;0.36840;0.43874;0.24039;0.43874
1;0.24754;0.40285;0.29659;0.40285
1;0.26346;0.35763;0.20519;0.35763
1;0.23446;0.25168;0.22205;0.25168
1;0.21296;0.32014;0.24192;0.32014
1;0.19881;0.40635;0.24944;0.40635
1;0.23869;0.25691;0.26108;0.25691
1;0.28907;0.42897;0.28340;0.42897
1;0.26277;0.38695;0.26812;0.38695
1;0.26337;0.35626;0.30993;0.35626
1;0.39436;0.59998;0.37597;0.59998
1;0.21271;0.32063;0.42329;0.32063
1;0.27600;0.30372;0.21297;0.30372
1;0.33827;0.48460;0.25727;0.48460
1;0.23311;0.43414;0.24453;0.43414
1;0.28565;0.37898;0.23264;0.37898
1;0.24063;0.44055;0.25450;0.44055
1;0.33681;0.45232;0.38487;0.45232
1;0.22075;0.39783;0.22387;0.39783
1;0.25008;0.31576;0.27797;0.31576
1;0.31084;0.31176;0.20758;0.31176
1;0.20477;0.23683;0.23669;0.23683
1;0.27892;0.37832;0.18568;0.37832
1;0.25466;0.22671;0.21125;0.22671
1;0.25301;0.39708;0.28214;0.39708
1;0.23206;0.30408;0.32707;0.30408
1;0.22307;0.47740;0.27097;0.47740
1;0.27200;0.24097;0.31659;0.24097
1;0.24957;0.23952;0.22586;0.23952
1;0.23449;0.48322;0.23057;0.48322
1;0.28258;0.55431;0.23260;0.55431
1;0.26085;0.35246;0.28782;0.35246
1;0.37081;0.45274;0.37716;0.45274
1;0.22292;0.44796;0.27817;0.44796
1;0.26587;0.34045;0.23826;0.34045
1;0.24138;0.33220;0.22576;0.33220
1;0.25230;0.40962;0.20951;0.40962
1;0.19489;0.38297;0.21853;0.38297
1;0.26591;0.26206;0.33427;0.26206
1;0.20533;0.37081;0.24988;0.37081
1;0.44576;0.56196;0.41959;0.56196
1;0.22982;0.45728;0.24334;0.45728
1;0.29483;0.36768;0.21636;0.36768
1;0.31516;0.43202;0.26315;0.43202
1;0.26409;0.28428;0.21075;0.28428
1;0.21398;0.29591;0.31482;0.29591
1;0.20833;0.26860;0.25291;0.26860
1;0.26788;0.29086;0.24236;0.29086
1;0.22912;0.33151;0.26632;0.33151
1;0.22406;0.51677;0.23066;0.51677
1;0.28241;0.43797;0.24177;0.43797
1;0.25692;0.39218;0.21928;0.39218
1;0.26061;0.33463;0.24392;0.33463
1;0.27431;0.35120;0.25561;0.35120
1;0.26995;0.32612;0.27420;0.32612
1;0.25715;0.38263;0.27783;0.38263
1;0.24075;0.29045;0.22255;0.29045
1;0.24127;0.37845;0.20623;0.37845
1;0.14919;0.15508;0.15217;0.15508
1;0.28079;0.40771;0.29422;0.40771
1;0.25326;0.32790;0.27990;0.32790
1;0.20373;0.33825;0.24050;0.33825
1;0.23524;0.34605;0.26374;0.34605
1;0.22866;0.58227;0.20056;0.58227
1;0.26705;0.25181;0.32619;0.25181
1;0.24359;0.38662;0.23747;0.38662
1;0.20694;0.18221;0.15981;0.18221
1;0.19671;0.39687;0.22356;0.39687
1;0.26130;0.33496;0.26161;0.33496
1;0.25460;0.42985;0.21378;0.42985
1;0.25638;0.24906;0.19086;0.24906
1;0.21239;0.35879;0.27080;0.35879
1;0.32285;0.27958;0.27856;0.27958
1;0.28909;0.34518;0.25247;0.34518
1;0.27402;0.31342;0.27391;0.31342
1;0.20380;0.17974;0.18811;0.17974
1;0.22810;0.30071;0.26659;0.30071
1;0.31218;0.34065;0.20557;0.34065
1;0.26359;0.38381;0.25818;0.38381
1;0.31076;0.28154;0.30516;0.28154
1;0.26225;0.39841;0.26968;0.39841
1;0.24635;0.27393;0.18794;0.27393
1;0.27896;0.43009;0.25355;0.43009
1;0.25993;0.33069;0.26605;0.33069
1;0.31740;0.25461;0.31022;0.25461
1;0.27036;0.41814;0.25077;0.41814
1;0.27201;0.35034;0.23030;0.35034
1;0.26139;0.25491;0.19807;0.25491
1;0.24334;0.30617;0.23751;0.30617
1;0.30831;0.48193;0.21776;0.48193
1;0.28915;0.43164;0.26749;0.43164
1;0.25083;0.48258;0.23753;0.48258
1;0.24995;0.37341;0.21812;0.37341
1;0.23025;0.27419;0.20469;0.27419
1;0.24391;0.35061;0.21700;0.35061
1;0.22875;0.29419;0.33579;0.29419
1;0.24224;0.40443;0.24493;0.40443
1;0.25058;0.31946;0.26088;0.31946
1;0.19207;0.27101;0.20910;0.27101
1;0.22345;0.24980;0.19717;0.24980
1;0.24249;0.33968;0.28054;0.33968
1;0.21049;0.23465;0.22470;0.23465
1;0.25542;0.47886;0.23029;0.47886
1;0.23635;0.55576;0.23291;0.55576
1;0.24572;0.24078;0.19740;0.24078
1;0.21076;0.53853;0.21660;0.53853
1;0.26160;0.24351;0.30213;0.24351
1;0.21537;0.44427;0.27812;0.44427
1;0.28075;0.24564;0.21145;0.24564
1;0.25056;0.43108;0.22367;0.43108
1;0.18378;0.34675;0.24957;0.34675
1;0.21061;0.23678;0.20484;0.23678
1;0.28808;0.41427;0.27485;0.41427
1;0.22376;0.38675;0.19535;0.38675
1;0.27894;0.25029;0.25443;0.25029
1;0.20241;0.26703;0.27220;0.26703
1;0.28359;0.45673;0.22148;0.45673
1;0.19737;0.52314;0.27116;0.52314
1;0.16372;0.16542;0.20122;0.16542
1;0.32858;0.34099;0.20720;0.34099
1;0.22433;0.48848;0.25934;0.48848
1;0.42839;0.63122;0.38896;0.63122
1;0.23232;0.21676;0.21634;0.21676
1;0.19352;0.15901;0.18272;0.15901
1;0.15590;0.14691;0.18453;0.14691
1;0.29005;0.22334;0.22856;0.22334
1;0.24025;0.43569;0.35409;0.43569
1;0.25147;0.48148;0.24057;0.48148
1;0.22480;0.36628;0.23822;0.36628
1;0.25518;0.48154;0.23239;0.48154
1;0.22067;0.39007;0.23211;0.39007
1;0.22806;0.33299;0.22755;0.33299
1;0.24564;0.31559;0.27820;0.31559
1;0.22507;0.40950;0.27617;0.40950
1;0.25164;0.30637;0.28251;0.30637
1;0.31038;0.29339;0.23520;0.29339
1;0.33032;0.66929;0.30793;0.66929
1;0.42795;0.49888;0.34190;0.49888
1;0.23880;0.44014;0.19833;0.44014
1;0.25860;0.35311;0.21064;0.35311
1;0.22827;0.27104;0.20170;0.27104
1;0.28955;0.43061;0.28223;0.43061
1;0.22092;0.30231;0.24871;0.30231
1;0.24690;0.40865;0.26971;0.40865
1;0.22500;0.30235;0.21822;0.30235
1;0.25710;0.47366;0.28006;0.47366
1;0.25259;0.28140;0.24345;0.28140
1;0.19387;0.22568;0.21646;0.22568
1;0.26179;0.36690;0.24644;0.36690
1;0.25224;0.38065;0.32434;0.38065
1;0.22956;0.19584;0.19041;0.19584
1;0.17318;0.16221;0.18196;0.16221
1;0.24742;0.43792;0.27962;0.43792
1;0.26782;0.23124;0.25021;0.23124
1;0.22024;0.41158;0.27248;0.41158
1;0.26498;0.32317;0.27178;0.32317
1;0.22433;0.33740;0.23832;0.33740
1;0.25167;0.42230;0.27894;0.42230
1;0.22281;0.33346;0.21942;0.33346
1;0.24492;0.31691;0.26161;0.31691
1;0.19986;0.22370;0.25589;0.22370
1;0.20070;0.37222;0.26336;0.37222
1;0.24238;0.33236;0.24042;0.33236
1;0.22818;0.27499;0.21506;0.27499
1;0.28869;0.30801;0.28313;0.30801
1;0.20754;0.33567;0.22796;0.33567
1;0.26745;0.29069;0.24234;0.29069
1;0.25343;0.39027;0.25303;0.39027
1;0.26192;0.44640;0.31166;0.44640
1;0.21316;0.30495;0.21032;0.30495
1;0.27474;0.53798;0.22873;0.53798
1;0.22487;0.36561;0.27190;0.36561
1;0.20645;0.25206;0.28920;0.25206
1;0.24038;0.29506;0.20827;0.29506
1;0.36731;0.25595;0.25907;0.25595
1;0.29616;0.42495;0.32571;0.42495
1;0.33871;0.34751;0.36154;0.34751
1;0.34054;0.41997;0.31144;0.41997
1;0.22717;0.27936;0.25091;0.27936
1;0.25494;0.32145;0.22675;0.32145
1;0.26313;0.24017;0.24022;0.24017
1;0.25324;0.43963;0.20685;0.43963
1;0.25652;0.25197;0.25378;0.25197
1;0.27030;0.44447;0.22521;0.44447
1;0.16316;0.16447;0.19752;0.16447
1;0.23701;0.44409;0.25285;0.44409
1;0.22669;0.34954;0.23991;0.34954
1;0.18437;0.31265;0.25367;0.31265
1;0.23343;0.50298;0.18924;0.50298
1;0.26016;0.28648;0.22124;0.28648
1;0.24620;0.36529;0.25541;0.36529
1;0.25930;0.39568;0.22806;0.39568
1;0.26141;0.46335;0.20164;0.46335
1;0.21658;0.28003;0.25578;0.28003
1;0.23201;0.41778;0.23368;0.41778
1;0.21579;0.33874;0.21723;0.33874
1;0.25554;0.22801;0.29619;0.22801
1;0.21635;0.30688;0.21933;0.30688
1;0.24419;0.21501;0.25246;0.21501
1;0.24815;0.26648;0.28347;0.26648
1;0.25439;0.32440;0.28996;0.32440
1;0.26620;0.30316;0.30286;0.30316
1;0.22727;0.40974;0.27809;0.40974
1;0.21648;0.51800;0.20852;0.51800
1;0.23360;0.27697;0.27073;0.27697
1;0.28151;0.21781;0.21739;0.21781
1;0.26226;0.35217;0.26620;0.35217
1;0.22215;0.39781;0.24912;0.39781
1;0.23702;0.43734;0.25255;0.43734
1;0.26972;0.28973;0.20342;0.28973
1;0.26723;0.49155;0.26155;0.49155
1;0.22928;0.45383;0.22978;0.45383
1;0.24845;0.21587;0.27505;0.21587
1;0.24152;0.42575;0.23460;0.42575
1;0.24126;0.37540;0.28296;0.37540
1;0.30885;0.46561;0.25219;0.46561
1;0.24822;0.35077;0.24966;0.35077
1;0.37150;0.56497;0.38949;0.56497
1;0.25323;0.53023;0.24701;0.53023
1;0.26194;0.33379;0.25528;0.33379
1;0.24705;0.27182;0.21242;0.27182
1;0.28634;0.43184;0.28261;0.43184
1;0.22851;0.22981;0.24175;0.22981
1;0.39626;0.43532;0.42388;0.43532
1;0.22151;0.40760;0.22445;0.40760
1;0.24192;0.32525;0.28457;0.32525
1;0.24574;0.50630;0.21465;0.50630
1;0.41076;0.45426;0.39602;0.45426
1;0.28530;0.35264;0.30981;0.35264
1;0.21269;0.34089;0.22377;0.34089
1;0.23681;0.51480;0.27524;0.51480
1;0.31304;0.47534;0.23514;0.47534
1;0.26536;0.30330;0.22800;0.30330
1;0.26177;0.32102;0.22120;0.32102
1;0.27821;0.34750;0.31059;0.34750
1;0.28789;0.43126;0.28179;0.43126
1;0.22554;0.44006;0.26005;0.44006
1;0.20906;0.34256;0.25110;0.34256
1;0.19922;0.20199;0.21769;0.20199
1;0.24035;0.28136;0.22627;0.28136
1;0.26329;0.49731;0.22560;0.49731
1;0.23287;0.44468;0.20847;0.44468
1;0.41036;0.54592;0.37733;0.54592
1;0.23610;0.29535;0.22299;0.29535
1;0.25089;0.31447;0.27871;0.31447
1;0.22942;0.52445;0.24034;0.52445
1;0.26065;0.40182;0.24531;0.40182
1;0.30299;0.45076;0.31042;0.45076
1;0.21631;0.28561;0.30332;0.28561
1;0.25218;0.32428;0.33556;0.32428
1;0.23106;0.22950;0.22010;0.22950
1;0.24565;0.40868;0.25557;0.40868
1;0.24405;0.38724;0.21082;0.38724
1;0.23353;0.39056;0.23939;0.39056
1;0.26381;0.30147;0.24921;0.30147
1;0.21593;0.36871;0.20992;0.36871
1;0.25003;0.38442;0.32158;0.38442
1;0.26447;0.38193;0.21449;0.38193
1;0.28578;0.57440;0.27516;0.57440
1;0.31995;0.47568;0.23736;0.47568
1;0.28983;0.23517;0.20843;0.23517
1;0.27024;0.48326;0.24496;0.48326
1;0.23756;0.29639;0.25731;0.29639
1;0.26211;0.28629;0.22985;0.28629
1;0.25053;0.33165;0.24888;0.33165
1;0.27389;0.35977;0.22475;0.35977
1;0.24175;0.47638;0.20409;0.47638
1;0.23271;0.40782;0.31231;0.40782
1;0.22764;0.29758;0.23976;0.29758
1;0.25146;0.35512;0.25465;0.35512
1;0.28593;0.51846;0.26783;0.51846
1;0.26931;0.30872;0.24756;0.30872
1;0.27931;0.20900;0.27203;0.20900
1;0.25169;0.46031;0.21232;0.46031
1;0.29747;0.30336;0.24425;0.30336
1;0.29951;0.36279;0.22816;0.36279
1;0.30147;0.36761;0.23650;0.36761
1;0.24005;0.49321;0.22121;0.49321
1;0.24119;0.25438;0.23521;0.25438
1;0.35158;0.51207;0.24516;0.51207
1;0.24606;0.51592;0.22563;0.51592
1;0.22768;0.33689;0.22850;0.33689
1;0.26825;0.28684;0.26565;0.28684
1;0.21757;0.27140;0.29688;0.27140
1;0.24410;0.31815;0.30011;0.31815
1;0.32592;0.37434;0.26978;0.37434
1;0.20043;0.14989;0.18993;0.14989
1;0.24570;0.22254;0.24099;0.22254
1;0.21496;0.20335;0.29545;0.20335
1;0.27722;0.25676;0.26345;0.25676
1;0.23025;0.26606;0.29720;0.26606
1;0.22621;0.25256;0.26492;0.25256
1;0.26588;0.33907;0.24419;0.33907
1;0.24686;0.43760;0.20449;0.43760
1;0.22664;0.35778;0.23689;0.35778
1;0.27613;0.24678;0.22932;0.24678
1;0.26854;0.22269;0.24813;0.22269
1;0.27867;0.44282;0.24856;0.44282
1;0.23839;0.27277;0.26326;0.27277
1;0.25737;0.26893;0.24179;0.26893
1;0.37858;0.37447;0.39572;0.37447
1;0.23817;0.28382;0.21731;0.28382
1;0.21561;0.24520;0.24629;0.24520
1;0.26545;0.33712;0.23202;0.33712
1;0.25941;0.40885;0.25789;0.40885
1;0.25921;0.27392;0.29412;0.27392
1;0.24569;0.33696;0.23446;0.33696
1;0.38515;0.39718;0.29965;0.39718
1;0.25139;0.44139;0.21624;0.44139
1;0.31278;0.38135;0.34727;0.38135
1;0.26150;0.35613;0.23734;0.35613
1;0.19906;0.38120;0.19786;0.38120
1;0.22440;0.31897;0.23282;0.31897
1;0.23900;0.31537;0.25588;0.31537
1;0.25508;0.47568;0.24080;0.47568
1;0.33381;0.37344;0.27810;0.37344
1;0.19778;0.23886;0.20557;0.23886
1;0.22834;0.27552;0.24972;0.27552
1;0.26251;0.33577;0.20874;0.33577
1;0.27134;0.42575;0.36086;0.42575
1;0.28654;0.39517;0.27952;0.39517
1;0.23244;0.36027;0.27884;0.36027
1;0.25869;0.43649;0.30086;0.43649
1;0.24270;0.24217;0.25835;0.24217
1;0.21757;0.26252;0.28748;0.26252
1;0.24466;0.22626;0.21256;0.22626
1;0.25025;0.40093;0.25205;0.40093
1;0.27294;0.44682;0.24428;0.44682
1;0.21715;0.23118;0.25567;0.23118
1;0.25788;0.27975;0.27253;0.27975
1;0.23092;0.36304;0.22882;0.36304
1;0.25282;0.52913;0.22878;0.52913
1;0.29735;0.36819;0.21921;0.36819
1;0.23880;0.34817;0.23509;0.34817
1;0.27768;0.31787;0.32789;0.31787
1;0.24378;0.33684;0.32537;0.33684
1;0.35001;0.50599;0.26394;0.50599
1;0.24592;0.22567;0.34061;0.22567
1;0.24888;0.31397;0.27708;0.31397
1;0.28478;0.25191;0.26790;0.25191
1;0.23818;0.33409;0.23780;0.33409
1;0.24439;0.20021;0.21899;0.20021
1;0.27205;0.24947;0.25203;0.24947
1;0.23248;0.48892;0.25593;0.48892
1;0.23659;0.28361;0.25960;0.28361
1;0.23336;0.43956;0.23930;0.43956
1;0.38496;0.44327;0.36356;0.44327
1;0.25663;0.49291;0.22948;0.49291
1;0.23488;0.31430;0.26537;0.31430
1;0.29954;0.23414;0.20551;0.23414
1;0.25882;0.43573;0.23523;0.43573
1;0.25951;0.33318;0.23144;0.33318
1;0.24363;0.20353;0.27093;0.20353
1;0.20237;0.24178;0.23022;0.24178
1;0.30122;0.28635;0.23247;0.28635
1;0.22516;0.26374;0.26163;0.26374
1;0.22035;0.40605;0.25768;0.40605
1;0.28071;0.36373;0.22773;0.36373
1;0.20170;0.27136;0.21748;0.27136
1;0.22426;0.33855;0.25719;0.33855
1;0.23010;0.20452;0.28511;0.20452
1;0.21783;0.43520;0.25036;0.43520
1;0.37664;0.58594;0.36069;0.58594
1;0.21857;0.52690;0.20171;0.52690
1;0.34194;0.39477;0.27864;0.39477
1;0.23344;0.41442;0.23829;0.41442
1;0.26083;0.39386;0.25496;0.39386
1;0.24070;0.31873;0.19025;0.31873
1;0.19274;0.23638;0.20240;0.23638
1;0.25129;0.46035;0.21759;0.46035
1;0.23572;0.30478;0.35684;0.30478
1;0.29172;0.22504;0.22572;0.22504
1;0.24801;0.44767;0.23829;0.44767
1;0.38441;0.45261;0.30284;0.45261
1;0.26276;0.35870;0.27696;0.35870
1;0.24294;0.22087;0.24835;0.22087
1;0.21851;0.28324;0.20318;0.28324
