;DENV46/1;DENV46/182;DENV73/1;DENV73/182
y18232;0.27048;0.34469;0.33203;0.34469
y18233;0.23245;0.31518;0.26244;0.31518
y18234;0.30894;0.35749;0.32850;0.35749
y18235;0.25518;0.38237;0.24969;0.38237
y18236;0.24910;0.52135;0.22861;0.52135
y18237;0.30875;0.46787;0.21553;0.46787
y18238;0.19272;0.53199;0.20767;0.53199
y18239;0.21586;0.27065;0.19627;0.27065
y18240;0.28956;0.33830;0.20844;0.33830
y18241;0.21300;0.27625;0.17557;0.27625
y18242;0.20015;0.14488;0.19372;0.14488
y18243;0.20103;0.21901;0.25466;0.21901
y18244;0.28751;0.42544;0.21912;0.42544
y18245;0.33985;0.40947;0.29458;0.40947
y18246;0.24027;0.24222;0.21616;0.24222
y18247;0.22218;0.41412;0.25227;0.41412
y18248;0.19457;0.20666;0.22356;0.20666
y18249;0.26591;0.33686;0.23511;0.33686
y18250;0.29220;0.28127;0.26206;0.28127
y18251;0.25578;0.34993;0.23067;0.34993
y18252;0.23150;0.21037;0.22530;0.21037
y18253;0.21906;0.24488;0.25340;0.24488
y18254;0.24811;0.45706;0.24418;0.45706
y18255;0.25243;0.44880;0.20024;0.44880
y18256;0.27905;0.41359;0.29831;0.41359
y18257;0.21332;0.31297;0.26842;0.31297
y18258;0.20935;0.33959;0.24805;0.33959
y18259;0.28583;0.36341;0.24785;0.36341
y18260;0.23730;0.21451;0.20800;0.21451
y18261;0.20029;0.43752;0.25594;0.43752
y18262;0.20929;0.33168;0.21282;0.33168
y18263;0.25198;0.44668;0.23863;0.44668
y18264;0.25510;0.23442;0.19260;0.23442
y18265;0.22410;0.24708;0.20360;0.24708
y18266;0.25251;0.32960;0.23223;0.32960
y18267;0.35677;0.43763;0.33445;0.43763
y18268;0.22741;0.44895;0.22111;0.44895
y18269;0.22038;0.47008;0.23681;0.47008
y18270;0.22274;0.25477;0.25051;0.25477
y18271;0.25651;0.33338;0.29547;0.33338
y18272;0.41908;0.60633;0.35633;0.60633
y18273;0.16984;0.17888;0.19300;0.17888
y18274;0.23231;0.17444;0.22236;0.17444
y18275;0.21053;0.33749;0.26690;0.33749
y18276;0.25190;0.29052;0.23670;0.29052
y18277;0.23795;0.49729;0.26796;0.49729
y18278;0.22033;0.25338;0.21039;0.25338
y18279;0.20928;0.47992;0.23077;0.47992
y18280;0.19497;0.23662;0.27169;0.23662
y18281;0.22992;0.30103;0.26716;0.30103
y18282;0.26066;0.34871;0.25494;0.34871
y18283;0.21633;0.25891;0.21168;0.25891
y18284;0.24230;0.32307;0.28718;0.32307
y18285;0.20157;0.51271;0.23214;0.51271
y18286;0.20294;0.23100;0.17888;0.23100
y18287;0.30497;0.26906;0.32440;0.26906
y18288;0.34789;0.56951;0.39416;0.56951
y18289;0.31602;0.35246;0.23535;0.35246
y18290;0.41658;0.45823;0.37041;0.45823
y18291;0.29874;0.36740;0.28343;0.36740
y18292;0.21766;0.36509;0.27901;0.36509
y18293;0.21014;0.25494;0.23230;0.25494
y18294;0.25372;0.25612;0.28809;0.25612
y18295;0.19447;0.20281;0.17687;0.20281
y18296;0.21568;0.29247;0.26186;0.29247
y18297;0.26801;0.25290;0.19030;0.25290
y18298;0.18795;0.18891;0.19815;0.18891
y18299;0.28715;0.31541;0.23554;0.31541
y18300;0.26934;0.34864;0.25553;0.34864
y18301;0.27866;0.50477;0.25710;0.50477
y18302;0.24691;0.48521;0.24501;0.48521
y18303;0.32915;0.42409;0.27756;0.42409
y18304;0.21295;0.32752;0.28276;0.32752
y18305;0.24835;0.32016;0.25397;0.32016
y18306;0.29806;0.34634;0.25556;0.34634
y18307;0.24632;0.42077;0.27881;0.42077
y18308;0.22692;0.38808;0.21536;0.38808
y18309;0.30373;0.42895;0.28233;0.42895
y18310;0.24637;0.32417;0.27590;0.32417
y18311;0.20464;0.40013;0.23179;0.40013
y18312;0.26407;0.30493;0.24353;0.30493
y18313;0.23928;0.33397;0.28783;0.33397
y18314;0.21630;0.52856;0.28627;0.52856
y18315;0.29810;0.50178;0.27390;0.50178
y18316;0.25161;0.48013;0.23455;0.48013
y18317;0.23332;0.24666;0.16571;0.24666
y18318;0.22106;0.28824;0.22466;0.28824
y18319;0.23784;0.40691;0.24103;0.40691
y18320;0.26439;0.44171;0.28701;0.44171
y18321;0.23362;0.27613;0.20379;0.27613
y18322;0.22609;0.36152;0.23066;0.36152
y18323;0.35065;0.54564;0.37522;0.54564
y18324;0.23972;0.30801;0.20206;0.30801
y18325;0.24396;0.33770;0.27808;0.33770
y18326;0.21106;0.44041;0.22976;0.44041
y18327;0.35559;0.50008;0.24850;0.50008
y18328;0.19769;0.34508;0.24030;0.34508
y18329;0.24315;0.22801;0.25480;0.22801
y18330;0.23204;0.40773;0.22004;0.40773
y18331;0.29011;0.30123;0.19955;0.30123
y18332;0.24191;0.33658;0.22537;0.33658
y18333;0.29203;0.29927;0.25065;0.29927
y18334;0.21952;0.20117;0.21909;0.20117
y18335;0.28948;0.27909;0.28856;0.27909
y18336;0.27027;0.27897;0.28397;0.27897
y18337;0.21727;0.47399;0.20687;0.47399
y18338;0.26344;0.22669;0.27078;0.22669
y18339;0.21431;0.33358;0.27953;0.33358
y18340;0.20007;0.18486;0.17861;0.18486
y18341;0.23219;0.44390;0.20959;0.44390
y18342;0.21030;0.24396;0.25463;0.24396
y18343;0.20653;0.32528;0.32432;0.32528
y18344;0.25238;0.49060;0.23579;0.49060
y18345;0.21807;0.34945;0.22796;0.34945
y18346;0.24923;0.52642;0.23307;0.52642
y18347;0.26092;0.41589;0.23709;0.41589
y18348;0.30661;0.27821;0.22672;0.27821
y18349;0.21656;0.25433;0.25415;0.25433
y18350;0.24351;0.45592;0.25301;0.45592
y18351;0.30573;0.57787;0.26292;0.57787
y18352;0.22222;0.28681;0.26514;0.28681
y18353;0.25679;0.46105;0.22308;0.46105
y18354;0.26516;0.31644;0.26680;0.31644
y18355;0.25240;0.25893;0.27499;0.25893
y18356;0.25404;0.37650;0.24651;0.37650
y18357;0.21717;0.49360;0.28201;0.49360
y18358;0.22273;0.21539;0.20970;0.21539
y18359;0.32081;0.42976;0.36003;0.42976
y18360;0.34095;0.39043;0.32533;0.39043
y18361;0.28355;0.36130;0.22560;0.36130
y18362;0.29357;0.39661;0.25950;0.39661
y18363;0.21687;0.36516;0.20354;0.36516
y18364;0.21767;0.23419;0.19196;0.23419
y18365;0.23965;0.54029;0.25006;0.54029
y18366;0.17805;0.20755;0.25186;0.20755
y18367;0.22233;0.28402;0.27553;0.28402
y18368;0.27533;0.30484;0.28363;0.30484
y18369;0.22629;0.27684;0.24939;0.27684
y18370;0.25461;0.34625;0.31741;0.34625
y18371;0.20387;0.25825;0.27529;0.25825
y18372;0.20700;0.23363;0.21850;0.23363
y18373;0.24029;0.30383;0.23906;0.30383
y18374;0.26941;0.52789;0.26020;0.52789
y18375;0.20020;0.43660;0.27392;0.43660
y18376;0.22894;0.28956;0.22817;0.28956
y18377;0.24357;0.35512;0.32736;0.35512
y18378;0.24696;0.65029;0.24506;0.65029
y18379;0.25158;0.44209;0.22363;0.44209
y18380;0.30335;0.49606;0.21909;0.49606
y18381;0.20412;0.24753;0.25213;0.24753
y18382;0.23647;0.44125;0.30333;0.44125
y18383;0.19989;0.51429;0.22699;0.51429
y18384;0.25334;0.45008;0.27425;0.45008
y18385;0.22404;0.23573;0.18545;0.23573
y18386;0.24479;0.24028;0.27272;0.24028
y18387;0.26709;0.48926;0.27031;0.48926
y18388;0.31731;0.53849;0.27981;0.53849
y18389;0.27281;0.32148;0.22140;0.32148
y18390;0.23639;0.57803;0.23620;0.57803
y18391;0.23507;0.34515;0.22473;0.34515
y18392;0.25411;0.23619;0.22883;0.23619
y18393;0.23239;0.30467;0.26511;0.30467
y18394;0.24788;0.31381;0.27713;0.31381
y18395;0.24734;0.20270;0.25212;0.20270
y18396;0.34262;0.49081;0.20767;0.49081
y18397;0.23174;0.24573;0.27144;0.24573
y18398;0.22112;0.19783;0.24962;0.19783
y18399;0.26568;0.41738;0.28577;0.41738
y18400;0.33611;0.44234;0.34766;0.44234
y18401;0.22449;0.40411;0.25464;0.40411
y18402;0.25694;0.39735;0.23293;0.39735
y18403;0.21629;0.22979;0.25216;0.22979
y18404;0.21297;0.26114;0.24558;0.26114
y18405;0.22937;0.37093;0.26178;0.37093
y18406;0.23238;0.25482;0.23927;0.25482
y18407;0.24708;0.43427;0.24160;0.43427
y18408;0.23401;0.27250;0.30506;0.27250
y18409;0.26572;0.40113;0.27646;0.40113
y18410;0.19907;0.29600;0.24179;0.29600
y18411;0.20624;0.29331;0.19700;0.29331
y18412;0.28416;0.35352;0.24763;0.35352
y18413;0.22938;0.32060;0.20359;0.32060
y18414;0.19708;0.35256;0.27030;0.35256
y18415;0.35793;0.37799;0.26717;0.37799
y18416;0.28443;0.44072;0.25702;0.44072
y18417;0.22341;0.46816;0.19778;0.46816
y18418;0.26886;0.38558;0.20746;0.38558
y18419;0.25536;0.23994;0.23635;0.23994
y18420;0.18426;0.13600;0.19934;0.13600
y18421;0.25837;0.25576;0.24096;0.25576
y18422;0.23354;0.27840;0.27801;0.27840
y18423;0.23296;0.47192;0.29156;0.47192
y18424;0.29706;0.29789;0.27981;0.29789
y18425;0.26531;0.27634;0.21505;0.27634
y18426;0.21191;0.23518;0.24139;0.23518
y18427;0.38275;0.45652;0.34797;0.45652
y18428;0.25283;0.35224;0.23465;0.35224
y18429;0.25657;0.25711;0.26072;0.25711
y18430;0.23611;0.44302;0.23072;0.44302
y18431;0.24658;0.25341;0.29728;0.25341
y18432;0.21489;0.26591;0.19717;0.26591
y18433;0.19527;0.37275;0.22055;0.37275
y18434;0.22480;0.32571;0.25130;0.32571
y18435;0.26043;0.33562;0.27074;0.33562
y18436;0.26695;0.42712;0.21622;0.42712
y18437;0.27597;0.40922;0.30020;0.40922
y18438;0.42839;0.49576;0.36178;0.49576
y18439;0.23265;0.34931;0.22504;0.34931
y18440;0.18648;0.38131;0.24583;0.38131
y18441;0.22181;0.45729;0.20704;0.45729
y18442;0.27179;0.23654;0.27361;0.23654
y18443;0.30724;0.44795;0.26065;0.44795
y18444;0.24990;0.21234;0.27891;0.21234
y18445;0.23037;0.33114;0.28975;0.33114
y18446;0.27986;0.32980;0.26806;0.32980
y18447;0.25335;0.25029;0.26029;0.25029
y18448;0.26798;0.21515;0.20480;0.21515
y18449;0.30112;0.33407;0.31634;0.33407
y18450;0.20860;0.39103;0.25390;0.39103
y18451;0.25863;0.37455;0.31511;0.37455
y18452;0.23815;0.34792;0.26581;0.34792
y18453;0.29161;0.35824;0.22650;0.35824
y18454;0.25229;0.45248;0.26148;0.45248
y18455;0.26907;0.25907;0.24244;0.25907
y18456;0.21375;0.29693;0.20244;0.29693
y18457;0.26158;0.49136;0.24392;0.49136
y18458;0.36315;0.42501;0.32233;0.42501
y18459;0.13998;0.12553;0.13198;0.12553
y18460;0.22766;0.61887;0.25806;0.61887
y18461;0.25512;0.24333;0.36700;0.24333
y18462;0.20492;0.22084;0.25062;0.22084
y18463;0.27011;0.42319;0.25839;0.42319
y18464;0.22768;0.33450;0.26590;0.33450
y18465;0.23853;0.21533;0.21077;0.21533
y18466;0.28900;0.33474;0.25859;0.33474
y18467;0.27913;0.51923;0.23328;0.51923
y18468;0.21973;0.31685;0.25963;0.31685
y18469;0.21812;0.30382;0.18223;0.30382
y18470;0.31945;0.36555;0.30718;0.36555
y18471;0.31132;0.21259;0.19989;0.21259
y18472;0.25044;0.34264;0.26003;0.34264
y18473;0.23980;0.20682;0.17056;0.20682
y18474;0.24481;0.33435;0.24283;0.33435
y18475;0.29358;0.38465;0.26540;0.38465
y18476;0.26787;0.52818;0.30045;0.52818
y18477;0.27901;0.26925;0.25960;0.26925
y18478;0.28995;0.44406;0.22294;0.44406
y18479;0.23502;0.48410;0.25738;0.48410
y18480;0.21573;0.31150;0.26592;0.31150
y18481;0.23742;0.20924;0.21814;0.20924
y18482;0.22101;0.34409;0.23971;0.34409
y18483;0.27457;0.28723;0.20897;0.28723
y18484;0.30290;0.46010;0.28810;0.46010
y18485;0.29251;0.43489;0.24237;0.43489
y18486;0.22687;0.32452;0.23542;0.32452
y18487;0.27990;0.37545;0.26394;0.37545
y18488;0.20022;0.16310;0.26702;0.16310
y18489;0.33312;0.38831;0.22597;0.38831
y18490;0.25323;0.45007;0.27126;0.45007
y18491;0.28730;0.42032;0.21919;0.42032
y18492;0.27423;0.30372;0.25653;0.30372
y18493;0.23132;0.31888;0.27027;0.31888
y18494;0.25360;0.43771;0.22971;0.43771
y18495;0.20615;0.36638;0.24492;0.36638
y18496;0.24303;0.40436;0.24471;0.40436
y18497;0.21560;0.42330;0.20923;0.42330
y18498;0.34156;0.38431;0.27630;0.38431
y18499;0.26134;0.27485;0.21281;0.27485
y18500;0.24466;0.26349;0.20750;0.26349
y18501;0.19412;0.25716;0.27617;0.25716
y18502;0.19753;0.37541;0.22821;0.37541
y18503;0.26149;0.21882;0.25589;0.21882
y18504;0.22694;0.23669;0.21138;0.23669
y18505;0.21738;0.34020;0.30827;0.34020
y18506;0.22079;0.34949;0.25605;0.34949
y18507;0.27072;0.32641;0.21970;0.32641
y18508;0.24513;0.31717;0.27805;0.31717
y18509;0.26198;0.36832;0.33829;0.36832
y18510;0.42018;0.51900;0.32535;0.51900
y18511;0.21095;0.11379;0.18217;0.11379
y18512;0.27292;0.32203;0.25279;0.32203
y18513;0.15378;0.24462;0.14908;0.24462
y18514;0.37287;0.42829;0.37081;0.42829
y18515;0.35045;0.51805;0.20914;0.51805
y18516;0.24578;0.31586;0.27804;0.31586
y18517;0.27923;0.31957;0.25666;0.31957
y18518;0.17073;0.17548;0.15943;0.17548
y18519;0.25861;0.43022;0.24168;0.43022
y18520;0.25225;0.26340;0.22931;0.26340
y18521;0.25072;0.33010;0.24503;0.33010
y18522;0.24915;0.42244;0.27843;0.42244
y18523;0.23537;0.44916;0.19785;0.44916
y18524;0.25570;0.26122;0.21171;0.26122
y18525;0.22110;0.50235;0.21721;0.50235
y18526;0.20591;0.20843;0.17976;0.20843
y18527;0.17419;0.44045;0.20875;0.44045
y18528;0.23660;0.31799;0.28655;0.31799
y18529;0.25706;0.29129;0.23761;0.29129
y18530;0.25243;0.45912;0.22047;0.45912
y18531;0.28850;0.35291;0.28627;0.35291
y18532;0.24509;0.42225;0.25917;0.42225
y18533;0.22505;0.38333;0.23521;0.38333
y18534;0.30061;0.30197;0.26360;0.30197
y18535;0.23335;0.34629;0.24346;0.34629
y18536;0.25963;0.41633;0.22815;0.41633
y18537;0.32324;0.44342;0.28256;0.44342
y18538;0.26629;0.40268;0.25922;0.40268
y18539;0.22237;0.37956;0.20658;0.37956
y18540;0.23107;0.41213;0.25897;0.41213
y18541;0.24517;0.24432;0.26014;0.24432
y18542;0.25047;0.38250;0.24945;0.38250
y18543;0.20434;0.22309;0.21584;0.22309
y18544;0.30398;0.58047;0.29754;0.58047
y18545;0.23999;0.35710;0.23297;0.35710
